Model,Dataset,Total Prompt Tokens,Avg Prompt Tokens,All Prompt Tokens,Cold Start TTFT (s),Avg TTFT (s),All TTFTs (s),Avg Prefill TPS,Avg Decode TPS,All Decode TPS,Dataset Peak Memory (MB)
Qwen3-1.7B-Q5_K_M.gguf,MMLU,2769,138.45,"104, 178, 222, 257, 83, 148, 186, 94, 104, 196, 119, 97, 189, 91, 136, 146, 99, 94, 101, 125",0.4543778680090327,2.668452313351736,"1.943, 3.485, 4.440, 5.262, 1.466, 2.886, 3.663, 1.680, 1.809, 3.917, 2.244, 1.816, 3.807, 1.644, 2.639, 2.812, 1.827, 1.688, 1.912, 2.430",52.73293045180932,7.09758068453431,"7.22, 7.16, 7.09, 7.05, 7.27, 7.18, 7.12, 7.24, 7.22, 7.11, 7.18, 7.20, 7.08, 7.05, 6.92, 6.92, 6.98, 6.98, 6.99, 6.99",2850.5
Qwen3-1.7B-Q5_K_M.gguf,ARC,2088,104.4,"93, 108, 100, 118, 137, 140, 137, 102, 126, 77, 89, 83, 99, 89, 66, 71, 120, 110, 126, 97",-,1.9632200342472061,"1.769, 2.033, 1.873, 2.219, 2.710, 2.744, 2.708, 1.879, 2.393, 1.402, 1.668, 1.482, 1.830, 1.666, 1.088, 1.226, 2.313, 2.041, 2.386, 1.835",53.65882976156557,7.009328551606205,"7.18, 7.02, 7.01, 7.08, 6.96, 6.95, 6.95, 7.00, 6.97, 7.10, 6.98, 6.93, 6.93, 6.94, 7.03, 7.23, 6.95, 7.06, 6.94, 6.97",2885.921875
Qwen3-1.7B-Q5_K_M.gguf,GSM8K,2021,101.05,"104, 66, 97, 75, 151, 96, 82, 109, 144, 100, 100, 104, 107, 97, 92, 134, 93, 97, 68, 105",-,1.8673472226975718,"1.941, 1.142, 1.790, 1.263, 2.917, 1.745, 1.493, 2.050, 2.797, 1.832, 1.832, 1.926, 1.963, 1.793, 1.660, 2.605, 1.705, 1.789, 1.135, 1.967",54.597567178807004,6.966400546102049,"7.00, 7.06, 6.94, 6.96, 6.89, 6.96, 6.98, 6.95, 6.90, 6.96, 6.96, 6.96, 6.94, 6.95, 6.96, 6.91, 7.02, 7.01, 7.04, 7.00",2908.515625
Qwen3-1.7B-Q5_K_M.gguf,HumanEval,2529,126.45,"149, 140, 110, 144, 142, 117, 137, 118, 137, 125, 167, 107, 127, 97, 84, 93, 95, 197, 113, 130",-,2.2511059926458983,"2.907, 2.429, 1.961, 2.651, 2.521, 1.971, 2.404, 2.017, 2.396, 2.041, 3.220, 1.917, 2.217, 1.661, 1.347, 1.577, 1.577, 3.812, 2.002, 2.396",56.813289801676014,6.928621783683418,"6.94, 6.95, 6.99, 6.93, 6.89, 6.92, 6.90, 6.92, 6.90, 6.92, 6.88, 6.97, 6.92, 6.92, 6.96, 6.96, 6.98, 6.85, 6.96, 6.90",2908.515625
Qwen3-1.7B-Q4_K_M.gguf,MMLU,2769,138.45,"104, 178, 222, 257, 83, 148, 186, 94, 104, 196, 119, 97, 189, 91, 136, 146, 99, 94, 101, 125",0.3830148210108746,2.2327814224976463,"1.632, 2.908, 3.736, 4.396, 1.235, 2.412, 3.077, 1.426, 1.523, 3.269, 1.889, 1.506, 3.160, 1.382, 2.196, 2.365, 1.524, 1.426, 1.579, 2.014",62.98000205894304,7.446430514535441,"7.65, 7.39, 7.31, 7.28, 7.51, 7.42, 7.37, 7.50, 7.49, 7.37, 7.47, 7.47, 7.35, 7.57, 7.42, 7.42, 7.50, 7.50, 7.49, 7.45",2565.0625
Qwen3-1.7B-Q4_K_M.gguf,ARC,2088,104.4,"93, 108, 100, 118, 137, 140, 137, 102, 126, 77, 89, 83, 99, 89, 66, 71, 120, 110, 126, 97",-,1.6277068785493611,"1.443, 1.697, 1.551, 1.859, 2.221, 2.266, 2.224, 1.579, 1.999, 1.146, 1.367, 1.235, 1.527, 1.366, 0.921, 1.024, 1.912, 1.710, 2.001, 1.506",64.6827023022498,7.500081703831978,"7.51, 7.56, 7.47, 7.51, 7.43, 7.43, 7.44, 7.48, 7.45, 7.59, 7.50, 7.51, 7.47, 7.49, 7.64, 7.68, 7.45, 7.47, 7.43, 7.48",2600.375
Qwen3-1.7B-Q4_K_M.gguf,GSM8K,2021,101.05,"104, 66, 97, 75, 151, 96, 82, 109, 144, 100, 100, 104, 107, 97, 92, 134, 93, 97, 68, 105",-,1.5504601704029484,"1.619, 0.933, 1.481, 1.064, 2.443, 1.454, 1.221, 1.696, 2.319, 1.524, 1.526, 1.600, 1.644, 1.482, 1.382, 2.146, 1.412, 1.481, 0.948, 1.633",65.76764776435566,7.488970243677626,"7.49, 7.62, 7.48, 7.51, 7.41, 7.48, 7.50, 7.46, 7.41, 7.47, 7.47, 7.49, 7.49, 7.50, 7.51, 7.45, 7.50, 7.50, 7.54, 7.49",2622.96875
Qwen3-1.7B-Q4_K_M.gguf,HumanEval,2529,126.45,"149, 140, 110, 144, 142, 117, 137, 118, 137, 125, 167, 107, 127, 97, 84, 93, 95, 197, 113, 130",-,1.8721066744008568,"2.457, 2.021, 1.626, 2.213, 2.077, 1.632, 1.990, 1.658, 2.005, 1.713, 2.657, 1.573, 1.835, 1.385, 1.136, 1.314, 1.316, 3.180, 1.665, 1.987",68.30914196020593,7.453835628017536,"7.43, 7.43, 7.48, 7.43, 7.44, 7.48, 7.39, 7.47, 7.45, 7.46, 7.42, 7.48, 7.45, 7.49, 7.51, 7.50, 7.49, 7.36, 7.47, 7.45",2622.96875
Qwen3-1.7B-Q3_K_M.gguf,MMLU,2769,138.45,"104, 178, 222, 257, 83, 148, 186, 94, 104, 196, 119, 97, 189, 91, 136, 146, 99, 94, 101, 125",0.6828686340013519,4.5573336190485865,"3.345, 6.027, 7.708, 9.023, 2.473, 4.926, 6.342, 2.893, 3.080, 6.718, 3.838, 3.013, 6.464, 2.780, 4.474, 4.842, 3.085, 2.889, 3.167, 4.059",30.96568634974951,9.359171773661078,"9.53, 9.23, 9.14, 9.07, 9.56, 9.30, 9.22, 9.42, 9.40, 9.50, 9.47, 9.42, 9.22, 9.43, 9.33, 9.31, 9.42, 9.43, 9.41, 9.36",1890.625
Qwen3-1.7B-Q3_K_M.gguf,ARC,2088,104.4,"93, 108, 100, 118, 137, 140, 137, 102, 126, 77, 89, 83, 99, 89, 66, 71, 120, 110, 126, 97",-,3.286164080251183,"2.886, 3.428, 3.127, 3.795, 4.512, 4.619, 4.513, 3.202, 4.091, 2.249, 2.710, 2.472, 3.083, 2.709, 1.827, 2.025, 3.877, 3.496, 4.090, 3.012",32.136039935165414,9.337084143879428,"9.44, 9.39, 7.98, 9.44, 9.33, 9.32, 9.42, 9.40, 9.36, 8.75, 9.44, 9.46, 9.42, 9.43, 9.49, 9.64, 9.24, 9.44, 9.93, 9.42",1925.9375
